cep;dados_cep
59139440;"{""uf"": ""RN"", ""cep"": ""59139-440"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Nila Jales"", ""complemento"": """"}"
59139355;"{""uf"": ""RN"", ""cep"": ""59139-355"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Santana dos Parnaíbas"", ""complemento"": """"}"
59075220;"{""uf"": ""RN"", ""cep"": ""59075-220"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Jornalista Haroldo Gurgel"", ""complemento"": """"}"
59064720;"{""uf"": ""RN"", ""cep"": ""59064-720"", ""gia"": """", ""ibge"": """", ""bairro"": ""Candelária"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida das Brancas Dunas"", ""complemento"": """"}"
59123290;"{""uf"": ""RN"", ""cep"": ""59123-290"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pajuçara"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Santa Eulália (Lot N República)"", ""complemento"": """"}"
59073279;"{""uf"": ""RN"", ""cep"": ""59073-279"", ""gia"": """", ""ibge"": """", ""bairro"": ""Planalto"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa Bento XVI"", ""complemento"": """"}"
59146800;"{""uf"": ""RN"", ""cep"": ""59146-800"", ""gia"": """", ""ibge"": """", ""bairro"": ""Parque de Exposições"", ""unidade"": """", ""localidade"": ""Parnamirim"", ""logradouro"": ""Rua da Esperança"", ""complemento"": """"}"
59084400;"{""uf"": ""RN"", ""cep"": ""59084-400"", ""gia"": """", ""ibge"": """", ""bairro"": ""Neópolis"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Congonhas"", ""complemento"": """"}"
59104301;"{""uf"": ""RN"", ""cep"": ""59104-301"", ""gia"": """", ""ibge"": """", ""bairro"": ""Igapó"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa São Guilherme"", ""complemento"": """"}"
59025480;"{""uf"": ""RN"", ""cep"": ""59025-480"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade Alta"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Praça João Tibúrcio"", ""complemento"": """"}"
59120390;"{""uf"": ""RN"", ""cep"": ""59120-390"", ""gia"": """", ""ibge"": """", ""bairro"": ""Potengi"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Tamarineira"", ""complemento"": """"}"
59114380;"{""uf"": ""RN"", ""cep"": ""59114-380"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nossa Senhora da Apresentação"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Parque das Nações"", ""complemento"": """"}"
59106090;"{""uf"": ""RN"", ""cep"": ""59106-090"", ""gia"": """", ""ibge"": """", ""bairro"": ""Igapó"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua São Miguel"", ""complemento"": """"}"
59042320;"{""uf"": ""RN"", ""cep"": ""59042-320"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nordeste"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Gutemberg Freire"", ""complemento"": """"}"
59070140;"{""uf"": ""RN"", ""cep"": ""59070-140"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade da Esperança"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Mamanguape"", ""complemento"": """"}"
59139510;"{""uf"": ""RN"", ""cep"": ""59139-510"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua José França da Silva (Lot Nordelândia)"", ""complemento"": """"}"
59022630;"{""uf"": ""RN"", ""cep"": ""59022-630"", ""gia"": """", ""ibge"": """", ""bairro"": ""Barro Vermelho"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Senador Georgino Avelino"", ""complemento"": """"}"
59022545;"{""uf"": ""RN"", ""cep"": ""59022-545"", ""gia"": """", ""ibge"": """", ""bairro"": ""Barro Vermelho"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Prudente de Morais - de 1668 a 2564 - lado par"", ""complemento"": """"}"
59139000;"{""uf"": ""RN"", ""cep"": ""59139-000"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida dos Caboclinhos"", ""complemento"": """"}"
59114640;"{""uf"": ""RN"", ""cep"": ""59114-640"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nossa Senhora da Apresentação"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Jardim Primavera"", ""complemento"": """"}"
59031800;"{""uf"": ""RN"", ""cep"": ""59031-800"", ""gia"": """", ""ibge"": """", ""bairro"": ""Alecrim"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua dos Pajeús - até 1353/1354"", ""complemento"": """"}"
59129060;"{""uf"": ""RN"", ""cep"": ""59129-060"", ""gia"": """", ""ibge"": """", ""bairro"": ""Potengi"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Chapada do Apodi"", ""complemento"": """"}"
59115545;"{""uf"": ""RN"", ""cep"": ""59115-545"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nossa Senhora da Apresentação"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua João Ferreira da Silva"", ""complemento"": """"}"
59090430;"{""uf"": ""RN"", ""cep"": ""59090-430"", ""gia"": """", ""ibge"": """", ""bairro"": ""Ponta Negra"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Doutor Manoel Augusto Bezerra de Araújo"", ""complemento"": """"}"
59063100;"{""uf"": ""RN"", ""cep"": ""59063-100"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Jerônimo Câmara - até 1465/1466"", ""complemento"": """"}"
59114015;"{""uf"": ""RN"", ""cep"": ""59114-015"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nossa Senhora da Apresentação"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa Manoel Francisco de Albuquerque"", ""complemento"": """"}"
59066455;"{""uf"": ""RN"", ""cep"": ""59066-455"", ""gia"": """", ""ibge"": """", ""bairro"": ""Candelária"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Bacharel Breno Barros"", ""complemento"": """"}"
59075255;"{""uf"": ""RN"", ""cep"": ""59075-255"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nova Descoberta"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Vila Amintas Barros"", ""complemento"": """"}"
59064160;"{""uf"": ""RN"", ""cep"": ""59064-160"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Nelson Geraldo Freire"", ""complemento"": """"}"
59138220;"{""uf"": ""RN"", ""cep"": ""59138-220"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Cantiga de Roda"", ""complemento"": """"}"
59010290;"{""uf"": ""RN"", ""cep"": ""59010-290"", ""gia"": """", ""ibge"": """", ""bairro"": ""Rocas"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Pastor Climaco Bueno Azza"", ""complemento"": """"}"
59075080;"{""uf"": ""RN"", ""cep"": ""59075-080"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Engenheiro Bertoldo Gurgel"", ""complemento"": """"}"
59139340;"{""uf"": ""RN"", ""cep"": ""59139-340"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Medellin"", ""complemento"": """"}"
59072360;"{""uf"": ""RN"", ""cep"": ""59072-360"", ""gia"": """", ""ibge"": """", ""bairro"": ""Felipe Camarão"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Belo Vale"", ""complemento"": """"}"
59135460;"{""uf"": ""RN"", ""cep"": ""59135-460"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Iguapê"", ""complemento"": """"}"
59030310;"{""uf"": ""RN"", ""cep"": ""59030-310"", ""gia"": """", ""ibge"": """", ""bairro"": ""Alecrim"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Vila São Pedro"", ""complemento"": """"}"
59075770;"{""uf"": ""RN"", ""cep"": ""59075-770"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Morais Navarro"", ""complemento"": """"}"
59131250;"{""uf"": ""RN"", ""cep"": ""59131-250"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pajuçara"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Araguari"", ""complemento"": """"}"
59108310;"{""uf"": ""RN"", ""cep"": ""59108-310"", ""gia"": """", ""ibge"": """", ""bairro"": ""Potengi"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Milton Servita de Brito"", ""complemento"": """"}"
59139010;"{""uf"": ""RN"", ""cep"": ""59139-010"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua das Charqueadas"", ""complemento"": """"}"
59140610;"{""uf"": ""RN"", ""cep"": ""59140-610"", ""gia"": """", ""ibge"": """", ""bairro"": ""Boa Esperança"", ""unidade"": """", ""localidade"": ""Parnamirim"", ""logradouro"": ""Avenida Tenente Cordeiro"", ""complemento"": """"}"
59073110;"{""uf"": ""RN"", ""cep"": ""59073-110"", ""gia"": """", ""ibge"": """", ""bairro"": ""Planalto"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Dom Antônio de Almeida Lustosa"", ""complemento"": """"}"
59072785;"{""uf"": ""RN"", ""cep"": ""59072-785"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Padre Cícero"", ""complemento"": """"}"
59040430;"{""uf"": ""RN"", ""cep"": ""59040-430"", ""gia"": """", ""ibge"": """", ""bairro"": ""Alecrim"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Cônego Monte - até 71/72"", ""complemento"": """"}"
59025330;"{""uf"": ""RN"", ""cep"": ""59025-330"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade Alta"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Gonçalves Ledo"", ""complemento"": """"}"
59124004;"{""uf"": ""RN"", ""cep"": ""59124-004"", ""gia"": """", ""ibge"": """", ""bairro"": ""Potengi"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""4ª Travessa Apucarana"", ""complemento"": """"}"
59022230;"{""uf"": ""RN"", ""cep"": ""59022-230"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Seca"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Clóvis Beviláqua"", ""complemento"": """"}"
59035500;"{""uf"": ""RN"", ""cep"": ""59035-500"", ""gia"": """", ""ibge"": """", ""bairro"": ""Quintas"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Presidente Leão Veloso - até 773/774"", ""complemento"": """"}"
59071030;"{""uf"": ""RN"", ""cep"": ""59071-030"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade da Esperança"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Juazeiro do Norte"", ""complemento"": """"}"
59072890;"{""uf"": ""RN"", ""cep"": ""59072-890"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua dos Potiguares"", ""complemento"": """"}"
59075070;"{""uf"": ""RN"", ""cep"": ""59075-070"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Marize Bastier - de 259/260 ao fim"", ""complemento"": """"}"
59135590;"{""uf"": ""RN"", ""cep"": ""59135-590"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Atibaia"", ""complemento"": """"}"
59090521;"{""uf"": ""RN"", ""cep"": ""59090-521"", ""gia"": """", ""ibge"": """", ""bairro"": ""Ponta Negra"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua São Matias"", ""complemento"": """"}"
14026572;"{""uf"": ""SP"", ""cep"": ""14026-572"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nova Aliança"", ""unidade"": """", ""localidade"": ""Ribeirão Preto"", ""logradouro"": ""Rua Manoel Clemente Gomes"", ""complemento"": """"}"
59072879;"{""uf"": ""RN"", ""cep"": ""59072-879"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""1ª Travessa Otávio Rodrigues"", ""complemento"": """"}"
59076220;"{""uf"": ""RN"", ""cep"": ""59076-220"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua da Ardósia"", ""complemento"": """"}"
59073808;"{""uf"": ""RN"", ""cep"": ""59073-808"", ""gia"": """", ""ibge"": """", ""bairro"": ""Planalto"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Cachoeira"", ""complemento"": """"}"
59080090;"{""uf"": ""RN"", ""cep"": ""59080-090"", ""gia"": """", ""ibge"": """", ""bairro"": ""Capim Macio"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Teatrólogo Meira Pires"", ""complemento"": """"}"
59132670;"{""uf"": ""RN"", ""cep"": ""59132-670"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pajuçara"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Rio Nilo (Cj Além Potengi)"", ""complemento"": """"}"
59149363;"{""uf"": ""RN"", ""cep"": ""59149-363"", ""gia"": """", ""ibge"": """", ""bairro"": ""Emaús"", ""unidade"": """", ""localidade"": ""Parnamirim"", ""logradouro"": ""Rua Aeroporto de Alcântara"", ""complemento"": """"}"
59133410;"{""uf"": ""RN"", ""cep"": ""59133-410"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Luiz Valentim (Lot S Emília)"", ""complemento"": """"}"
59125355;"{""uf"": ""RN"", ""cep"": ""59125-355"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pajuçara"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Amaro Ienaga"", ""complemento"": """"}"
59106060;"{""uf"": ""RN"", ""cep"": ""59106-060"", ""gia"": """", ""ibge"": """", ""bairro"": ""Igapó"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Paraíso"", ""complemento"": """"}"
59082160;"{""uf"": ""RN"", ""cep"": ""59082-160"", ""gia"": """", ""ibge"": """", ""bairro"": ""Capim Macio"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Abraham Tahim"", ""complemento"": """"}"
59180000;"{""uf"": ""RN"", ""cep"": ""59180-000"", ""gia"": """", ""ibge"": """", ""bairro"": """", ""unidade"": """", ""localidade"": ""Espírito Santo"", ""logradouro"": """", ""complemento"": """"}"
59060540;"{""uf"": ""RN"", ""cep"": ""59060-540"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nossa Senhora de Nazaré"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Capitão Euclides Moreira da Silva"", ""complemento"": """"}"
59090480;"{""uf"": ""RN"", ""cep"": ""59090-480"", ""gia"": """", ""ibge"": """", ""bairro"": ""Ponta Negra"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua da Campina"", ""complemento"": """"}"
59110120;"{""uf"": ""RN"", ""cep"": ""59110-120"", ""gia"": """", ""ibge"": """", ""bairro"": ""Potengi"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Laguna"", ""complemento"": """"}"
59060260;"{""uf"": ""RN"", ""cep"": ""59060-260"", ""gia"": """", ""ibge"": """", ""bairro"": ""Bom Pastor"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua São Luiz"", ""complemento"": """"}"
59025395;"{""uf"": ""RN"", ""cep"": ""59025-395"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade Alta"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa Paula Barros"", ""complemento"": """"}"
59067360;"{""uf"": ""RN"", ""cep"": ""59067-360"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pitimbu"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua dos Cardeais"", ""complemento"": """"}"
59115650;"{""uf"": ""RN"", ""cep"": ""59115-650"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nossa Senhora da Apresentação"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Seringueiras"", ""complemento"": """"}"
59123500;"{""uf"": ""RN"", ""cep"": ""59123-500"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pajuçara"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua San Marino (Lot Nova República)"", ""complemento"": """"}"
59020620;"{""uf"": ""RN"", ""cep"": ""59020-620"", ""gia"": """", ""ibge"": """", ""bairro"": ""Tirol"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Doutor Ewerton Dantas Cortez"", ""complemento"": """"}"
59120591;"{""uf"": ""RN"", ""cep"": ""59120-591"", ""gia"": """", ""ibge"": """", ""bairro"": ""Potengi"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua São Pedro Lot. Mar Del Plata"", ""complemento"": """"}"
59120300;"{""uf"": ""RN"", ""cep"": ""59120-300"", ""gia"": """", ""ibge"": """", ""bairro"": ""Potengi"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Cerejeira"", ""complemento"": """"}"
59060050;"{""uf"": ""RN"", ""cep"": ""59060-050"", ""gia"": """", ""ibge"": """", ""bairro"": ""Bom Pastor"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Perceval Caldas"", ""complemento"": """"}"
59065720;"{""uf"": ""RN"", ""cep"": ""59065-720"", ""gia"": """", ""ibge"": """", ""bairro"": ""Candelária"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Bernardo da Mota"", ""complemento"": """"}"
59115060;"{""uf"": ""RN"", ""cep"": ""59115-060"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nossa Senhora da Apresentação"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Professor Clodoaldo de Góis"", ""complemento"": """"}"
59073195;"{""uf"": ""RN"", ""cep"": ""59073-195"", ""gia"": """", ""ibge"": """", ""bairro"": ""Planalto"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Regina Maria de Araújo"", ""complemento"": """"}"
59030120;"{""uf"": ""RN"", ""cep"": ""59030-120"", ""gia"": """", ""ibge"": """", ""bairro"": ""Alecrim"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Alameda Riachuelo"", ""complemento"": """"}"
59014120;"{""uf"": ""RN"", ""cep"": ""59014-120"", ""gia"": """", ""ibge"": """", ""bairro"": ""Areia Preta"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Enfermeiro João Correia da Silva"", ""complemento"": """"}"
59070510;"{""uf"": ""RN"", ""cep"": ""59070-510"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade da Esperança"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa Lino Teixeira"", ""complemento"": """"}"
59068610;"{""uf"": ""RN"", ""cep"": ""59068-610"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pitimbu"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Cafelândia"", ""complemento"": """"}"
59082420;"{""uf"": ""RN"", ""cep"": ""59082-420"", ""gia"": """", ""ibge"": """", ""bairro"": ""Capim Macio"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Presbítero Porfírio Gomes da Silva"", ""complemento"": """"}"
59070065;"{""uf"": ""RN"", ""cep"": ""59070-065"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade da Esperança"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa Saara"", ""complemento"": """"}"
59074166;"{""uf"": ""RN"", ""cep"": ""59074-166"", ""gia"": """", ""ibge"": """", ""bairro"": ""Felipe Camarão"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa Rainha do Mar"", ""complemento"": """"}"
59152330;"{""uf"": ""RN"", ""cep"": ""59152-330"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nova Parnamirim"", ""unidade"": """", ""localidade"": ""Parnamirim"", ""logradouro"": ""Avenida Petra Kelly"", ""complemento"": """"}"
59062460;"{""uf"": ""RN"", ""cep"": ""59062-460"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Joaquim Victor de Hollanda"", ""complemento"": """"}"
59082060;"{""uf"": ""RN"", ""cep"": ""59082-060"", ""gia"": """", ""ibge"": """", ""bairro"": ""Capim Macio"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Américo Soares Wanderley"", ""complemento"": """"}"
59054820;"{""uf"": ""RN"", ""cep"": ""59054-820"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Caraúbas"", ""complemento"": """"}"
59042142;"{""uf"": ""RN"", ""cep"": ""59042-142"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nordeste"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa dos Transmissores"", ""complemento"": """"}"
59120040;"{""uf"": ""RN"", ""cep"": ""59120-040"", ""gia"": """", ""ibge"": """", ""bairro"": ""Potengi"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Água Fria"", ""complemento"": """"}"
59020600;"{""uf"": ""RN"", ""cep"": ""59020-600"", ""gia"": """", ""ibge"": """", ""bairro"": ""Tirol"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Deodoro da Fonseca - de 595 a 835 - lado ímpar"", ""complemento"": """"}"
59131070;"{""uf"": ""RN"", ""cep"": ""59131-070"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pajuçara"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Senador Nabuco de Araújo"", ""complemento"": """"}"
59022200;"{""uf"": ""RN"", ""cep"": ""59022-200"", ""gia"": """", ""ibge"": """", ""bairro"": ""Tirol"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Monsenhor José Paulino"", ""complemento"": """"}"
59073170;"{""uf"": ""RN"", ""cep"": ""59073-170"", ""gia"": """", ""ibge"": """", ""bairro"": ""Planalto"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Cafarnaum"", ""complemento"": """"}"
59073342;"{""uf"": ""RN"", ""cep"": ""59073-342"", ""gia"": """", ""ibge"": """", ""bairro"": ""Planalto"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa São Paulo"", ""complemento"": """"}"
59030600;"{""uf"": ""RN"", ""cep"": ""59030-600"", ""gia"": """", ""ibge"": """", ""bairro"": ""Alecrim"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua dos Canindés"", ""complemento"": """"}"
59032240;"{""uf"": ""RN"", ""cep"": ""59032-240"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Seca"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Giácomo Palumbo"", ""complemento"": """"}"
59151530;"{""uf"": ""RN"", ""cep"": ""59151-530"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nova Parnamirim"", ""unidade"": """", ""localidade"": ""Parnamirim"", ""logradouro"": ""Rua Praia de Simbauma"", ""complemento"": """"}"
59075330;"{""uf"": ""RN"", ""cep"": ""59075-330"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nova Descoberta"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Verdes Mares"", ""complemento"": """"}"
59050070;"{""uf"": ""RN"", ""cep"": ""59050-070"", ""gia"": """", ""ibge"": """", ""bairro"": ""Quintas"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Vereador José Pinto Freire"", ""complemento"": """"}"
59069430;"{""uf"": ""RN"", ""cep"": ""59069-430"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pitimbu"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Doutor Álvaro Alvim"", ""complemento"": """"}"
59072431;"{""uf"": ""RN"", ""cep"": ""59072-431"", ""gia"": """", ""ibge"": """", ""bairro"": ""Felipe Camarão"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa Todos os Santos"", ""complemento"": """"}"
59020360;"{""uf"": ""RN"", ""cep"": ""59020-360"", ""gia"": """", ""ibge"": """", ""bairro"": ""Barro Vermelho"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Montano Emerenciano"", ""complemento"": """"}"
59076200;"{""uf"": ""RN"", ""cep"": ""59076-200"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Água Marinha"", ""complemento"": """"}"
59110020;"{""uf"": ""RN"", ""cep"": ""59110-020"", ""gia"": """", ""ibge"": """", ""bairro"": ""Potengi"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Praia Grande"", ""complemento"": """"}"
59104306;"{""uf"": ""RN"", ""cep"": ""59104-306"", ""gia"": """", ""ibge"": """", ""bairro"": ""Igapó"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""1ª Travessa Henrique Dias"", ""complemento"": """"}"
59110420;"{""uf"": ""RN"", ""cep"": ""59110-420"", ""gia"": """", ""ibge"": """", ""bairro"": ""Potengi"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Treze Tilias"", ""complemento"": """"}"
59073239;"{""uf"": ""RN"", ""cep"": ""59073-239"", ""gia"": """", ""ibge"": """", ""bairro"": ""Planalto"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa Samburá"", ""complemento"": """"}"
