cep;dados_cep
59014540;"{""uf"": ""RN"", ""cep"": ""59014-540"", ""gia"": """", ""ibge"": """", ""bairro"": ""Tirol"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Capitão Abdon Nunes"", ""complemento"": """"}"
59068560;"{""uf"": ""RN"", ""cep"": ""59068-560"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pitimbu"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Tamboara"", ""complemento"": """"}"
59064320;"{""uf"": ""RN"", ""cep"": ""59064-320"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua João Celso Filho"", ""complemento"": """"}"
59110530;"{""uf"": ""RN"", ""cep"": ""59110-530"", ""gia"": """", ""ibge"": """", ""bairro"": ""Potengi"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Saquarema"", ""complemento"": """"}"
59127160;"{""uf"": ""RN"", ""cep"": ""59127-160"", ""gia"": """", ""ibge"": """", ""bairro"": ""Potengi"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Carteiro Ilo"", ""complemento"": """"}"
59010110;"{""uf"": ""RN"", ""cep"": ""59010-110"", ""gia"": """", ""ibge"": """", ""bairro"": ""Praia do Meio"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Almirante Barroso"", ""complemento"": """"}"
59025490;"{""uf"": ""RN"", ""cep"": ""59025-490"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade Alta"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua das Laranjeiras"", ""complemento"": """"}"
59144092;"{""uf"": ""RN"", ""cep"": ""59144-092"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nova Esperança"", ""unidade"": """", ""localidade"": ""Parnamirim"", ""logradouro"": ""Rua José Rodrigues Neves"", ""complemento"": """"}"
59161700;"{""uf"": ""RN"", ""cep"": ""59161-700"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pirangi do Norte (Distrito Litoral)"", ""unidade"": """", ""localidade"": ""Parnamirim"", ""logradouro"": ""Rua Manoel Estevão do Nascimento"", ""complemento"": """"}"
59072530;"{""uf"": ""RN"", ""cep"": ""59072-530"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Norte"", ""complemento"": """"}"
59129470;"{""uf"": ""RN"", ""cep"": ""59129-470"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Cidade Praia"", ""complemento"": """"}"
59080010;"{""uf"": ""RN"", ""cep"": ""59080-010"", ""gia"": """", ""ibge"": """", ""bairro"": ""Capim Macio"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Estudante José Francisco de Souza Filho"", ""complemento"": """"}"
59114145;"{""uf"": ""RN"", ""cep"": ""59114-145"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nossa Senhora da Apresentação"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua São Jorge"", ""complemento"": """"}"
59250000;"{""uf"": ""RN"", ""cep"": ""59250-000"", ""gia"": """", ""ibge"": """", ""bairro"": """", ""unidade"": """", ""localidade"": ""Senador Elói de Souza"", ""logradouro"": """", ""complemento"": """"}"
59088090;"{""uf"": ""RN"", ""cep"": ""59088-090"", ""gia"": """", ""ibge"": """", ""bairro"": ""Neópolis"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Estrela do Indaiá"", ""complemento"": """"}"
59072885;"{""uf"": ""RN"", ""cep"": ""59072-885"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Cabugi"", ""complemento"": """"}"
59149160;"{""uf"": ""RN"", ""cep"": ""59149-160"", ""gia"": """", ""ibge"": """", ""bairro"": ""Emaús"", ""unidade"": """", ""localidade"": ""Parnamirim"", ""logradouro"": ""Rua Rio Apodi"", ""complemento"": """"}"
59110210;"{""uf"": ""RN"", ""cep"": ""59110-210"", ""gia"": """", ""ibge"": """", ""bairro"": ""Potengi"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Magé"", ""complemento"": """"}"
59067400;"{""uf"": ""RN"", ""cep"": ""59067-400"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pitimbu"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida dos Caiapós"", ""complemento"": """"}"
59090189;"{""uf"": ""RN"", ""cep"": ""59090-189"", ""gia"": """", ""ibge"": """", ""bairro"": ""Ponta Negra"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa Manoel Santiago"", ""complemento"": """"}"
59060096;"{""uf"": ""RN"", ""cep"": ""59060-096"", ""gia"": """", ""ibge"": """", ""bairro"": ""Bom Pastor"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua da Paz"", ""complemento"": """"}"
59060070;"{""uf"": ""RN"", ""cep"": ""59060-070"", ""gia"": """", ""ibge"": """", ""bairro"": ""Bom Pastor"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Potycret"", ""complemento"": """"}"
59086377;"{""uf"": ""RN"", ""cep"": ""59086-377"", ""gia"": """", ""ibge"": """", ""bairro"": ""Neópolis"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Maestro Tom Jobim (Cj M Belo)"", ""complemento"": """"}"
59902000;"{""uf"": ""RN"", ""cep"": ""59902-000"", ""gia"": """", ""ibge"": """", ""bairro"": """", ""unidade"": """", ""localidade"": ""Francisco Dantas"", ""logradouro"": """", ""complemento"": """"}"
59064190;"{""uf"": ""RN"", ""cep"": ""59064-190"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Professor Arthéphio Bezerra"", ""complemento"": """"}"
59069150;"{""uf"": ""RN"", ""cep"": ""59069-150"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pitimbu"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Pintor Rodolfo de Amoedo"", ""complemento"": """"}"
59056090;"{""uf"": ""RN"", ""cep"": ""59056-090"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Professor Antônio Campos - até 1819/1820"", ""complemento"": """"}"
59088020;"{""uf"": ""RN"", ""cep"": ""59088-020"", ""gia"": """", ""ibge"": """", ""bairro"": ""Neópolis"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Itapagipe"", ""complemento"": """"}"
59056040;"{""uf"": ""RN"", ""cep"": ""59056-040"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Doutor José Borges"", ""complemento"": """"}"
59094120;"{""uf"": ""RN"", ""cep"": ""59094-120"", ""gia"": """", ""ibge"": """", ""bairro"": ""Ponta Negra"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Praia do Bessa"", ""complemento"": """"}"
59056490;"{""uf"": ""RN"", ""cep"": ""59056-490"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nova Descoberta"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Professor Antônio Nesi"", ""complemento"": """"}"
59072040;"{""uf"": ""RN"", ""cep"": ""59072-040"", ""gia"": """", ""ibge"": """", ""bairro"": ""Felipe Camarão"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua La Paz"", ""complemento"": """"}"
59124260;"{""uf"": ""RN"", ""cep"": ""59124-260"", ""gia"": """", ""ibge"": """", ""bairro"": ""Potengi"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua São José dos Campos"", ""complemento"": """"}"
59135420;"{""uf"": ""RN"", ""cep"": ""59135-420"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Estivas"", ""complemento"": """"}"
59069050;"{""uf"": ""RN"", ""cep"": ""59069-050"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pitimbu"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Poetisa Cecília Meireles"", ""complemento"": """"}"
59054140;"{""uf"": ""RN"", ""cep"": ""59054-140"", ""gia"": """", ""ibge"": """", ""bairro"": ""Dix-Sept Rosado"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Adalberto Viana"", ""complemento"": """"}"
59012340;"{""uf"": ""RN"", ""cep"": ""59012-340"", ""gia"": """", ""ibge"": """", ""bairro"": ""Petrópolis"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Joaquim Fabrício"", ""complemento"": """"}"
59050056;"{""uf"": ""RN"", ""cep"": ""59050-056"", ""gia"": """", ""ibge"": """", ""bairro"": ""Quintas"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa GuanabaraVI"", ""complemento"": """"}"
59072670;"{""uf"": ""RN"", ""cep"": ""59072-670"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Presidente Kennedy"", ""complemento"": """"}"
59070110;"{""uf"": ""RN"", ""cep"": ""59070-110"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade da Esperança"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Belo Monte"", ""complemento"": """"}"
59072570;"{""uf"": ""RN"", ""cep"": ""59072-570"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Laranjal"", ""complemento"": """"}"
59010160;"{""uf"": ""RN"", ""cep"": ""59010-160"", ""gia"": """", ""ibge"": """", ""bairro"": ""Praia do Meio"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Pedro Afonso"", ""complemento"": """"}"
59054380;"{""uf"": ""RN"", ""cep"": ""59054-380"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Antônio Basílio - de 1560 a 2266 - lado par"", ""complemento"": """"}"
59072252;"{""uf"": ""RN"", ""cep"": ""59072-252"", ""gia"": """", ""ibge"": """", ""bairro"": ""Felipe Camarão"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Pai Celestial - até 399/400"", ""complemento"": """"}"
59072480;"{""uf"": ""RN"", ""cep"": ""59072-480"", ""gia"": """", ""ibge"": """", ""bairro"": ""Felipe Camarão"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Industrial João Francisco da Motta"", ""complemento"": """"}"
59141730;"{""uf"": ""RN"", ""cep"": ""59141-730"", ""gia"": """", ""ibge"": """", ""bairro"": ""Rosa dos Ventos"", ""unidade"": """", ""localidade"": ""Parnamirim"", ""logradouro"": ""Rua Cândido Martins dos Santos"", ""complemento"": """"}"
59035186;"{""uf"": ""RN"", ""cep"": ""59035-186"", ""gia"": """", ""ibge"": """", ""bairro"": ""Quintas"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Santa Luzia"", ""complemento"": """"}"
59012360;"{""uf"": ""RN"", ""cep"": ""59012-360"", ""gia"": """", ""ibge"": """", ""bairro"": ""Petrópolis"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Presidente Getúlio Vargas"", ""complemento"": """"}"
59067670;"{""uf"": ""RN"", ""cep"": ""59067-670"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pitimbu"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua dos Plátanos"", ""complemento"": """"}"
59132330;"{""uf"": ""RN"", ""cep"": ""59132-330"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pajuçara"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua da Moréia (Cj Prq das Dunas)"", ""complemento"": """"}"
59082070;"{""uf"": ""RN"", ""cep"": ""59082-070"", ""gia"": """", ""ibge"": """", ""bairro"": ""Capim Macio"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Francisco Pignataro"", ""complemento"": """"}"
59074670;"{""uf"": ""RN"", ""cep"": ""59074-670"", ""gia"": """", ""ibge"": """", ""bairro"": ""Guarapes"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua do Dix-Sept Rosado"", ""complemento"": """"}"
59070490;"{""uf"": ""RN"", ""cep"": ""59070-490"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade da Esperança"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Francisco Varela - até 269 - lado ímpar"", ""complemento"": """"}"
59064390;"{""uf"": ""RN"", ""cep"": ""59064-390"", ""gia"": """", ""ibge"": """", ""bairro"": ""Candelária"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Raimundo Chaves"", ""complemento"": """"}"
59138240;"{""uf"": ""RN"", ""cep"": ""59138-240"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua do Acalanto"", ""complemento"": """"}"
59014580;"{""uf"": ""RN"", ""cep"": ""59014-580"", ""gia"": """", ""ibge"": """", ""bairro"": ""Tirol"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Vereador Amaro Magalhães"", ""complemento"": """"}"
59122070;"{""uf"": ""RN"", ""cep"": ""59122-070"", ""gia"": """", ""ibge"": """", ""bairro"": ""Redinha"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua José Agnaldo"", ""complemento"": """"}"
59025450;"{""uf"": ""RN"", ""cep"": ""59025-450"", ""gia"": """", ""ibge"": """", ""bairro"": ""Cidade Alta"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Ocidental de Baixo"", ""complemento"": """"}"
59015450;"{""uf"": ""RN"", ""cep"": ""59015-450"", ""gia"": """", ""ibge"": """", ""bairro"": ""Tirol"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Bernardo Vieira - de 3593 a 4785 - lado ímpar"", ""complemento"": """"}"
59138460;"{""uf"": ""RN"", ""cep"": ""59138-460"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Zé Menininho"", ""complemento"": """"}"
59291970;"{""uf"": ""RN"", ""cep"": ""59291-970"", ""gia"": """", ""ibge"": """", ""bairro"": ""Centro"", ""unidade"": """", ""localidade"": ""São Gonçalo do Amarante"", ""logradouro"": ""Avenida Coronel Estevam Moura 306  AC São Gonçalo do Amarante"", ""complemento"": """"}"
59122375;"{""uf"": ""RN"", ""cep"": ""59122-375"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pajuçara"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Erva Mate (Lot Itamarati)"", ""complemento"": """"}"
59138625;"{""uf"": ""RN"", ""cep"": ""59138-625"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Joel Assunção (Lot C Cascudo)"", ""complemento"": """"}"
59122200;"{""uf"": ""RN"", ""cep"": ""59122-200"", ""gia"": """", ""ibge"": """", ""bairro"": ""Redinha"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Doutor João Medeiros Filho - de 3722 a 4600 - lado par"", ""complemento"": """"}"
59054110;"{""uf"": ""RN"", ""cep"": ""59054-110"", ""gia"": """", ""ibge"": """", ""bairro"": ""Dix-Sept Rosado"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Pastor Nelson Bezerril"", ""complemento"": """"}"
59074410;"{""uf"": ""RN"", ""cep"": ""59074-410"", ""gia"": """", ""ibge"": """", ""bairro"": ""Felipe Camarão"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Bom Jesus"", ""complemento"": """"}"
59139460;"{""uf"": ""RN"", ""cep"": ""59139-460"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Poeta Revoredo Neto"", ""complemento"": """"}"
59056280;"{""uf"": ""RN"", ""cep"": ""59056-280"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Nascimento Fernandes"", ""complemento"": """"}"
59138000;"{""uf"": ""RN"", ""cep"": ""59138-000"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida da Chegança"", ""complemento"": """"}"
59086010;"{""uf"": ""RN"", ""cep"": ""59086-010"", ""gia"": """", ""ibge"": """", ""bairro"": ""Neópolis"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Delmiro Gouveia"", ""complemento"": """"}"
59022120;"{""uf"": ""RN"", ""cep"": ""59022-120"", ""gia"": """", ""ibge"": """", ""bairro"": ""Barro Vermelho"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Doutor José Bezerra"", ""complemento"": """"}"
59135290;"{""uf"": ""RN"", ""cep"": ""59135-290"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Guapiara"", ""complemento"": """"}"
59090585;"{""uf"": ""RN"", ""cep"": ""59090-585"", ""gia"": """", ""ibge"": """", ""bairro"": ""Ponta Negra"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Santo Euzébio"", ""complemento"": """"}"
59124000;"{""uf"": ""RN"", ""cep"": ""59124-000"", ""gia"": """", ""ibge"": """", ""bairro"": ""Potengi"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Apucarana"", ""complemento"": """"}"
59086460;"{""uf"": ""RN"", ""cep"": ""59086-460"", ""gia"": """", ""ibge"": """", ""bairro"": ""Neópolis"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Monte Sião"", ""complemento"": """"}"
59060240;"{""uf"": ""RN"", ""cep"": ""59060-240"", ""gia"": """", ""ibge"": """", ""bairro"": ""Bom Pastor"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Coronel Coelho"", ""complemento"": """"}"
59390000;"{""uf"": ""RN"", ""cep"": ""59390-000"", ""gia"": """", ""ibge"": """", ""bairro"": """", ""unidade"": """", ""localidade"": ""Lagoa Nova"", ""logradouro"": """", ""complemento"": """"}"
59069030;"{""uf"": ""RN"", ""cep"": ""59069-030"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pitimbu"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Poeta Alvarenga Peixoto"", ""complemento"": """"}"
59050133;"{""uf"": ""RN"", ""cep"": ""59050-133"", ""gia"": """", ""ibge"": """", ""bairro"": ""Quintas"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""2ª Rua Santa Helena (R Escadaria)"", ""complemento"": """"}"
59064630;"{""uf"": ""RN"", ""cep"": ""59064-630"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Prudente de Morais - de 5258 a 5770 - lado par"", ""complemento"": """"}"
59082350;"{""uf"": ""RN"", ""cep"": ""59082-350"", ""gia"": """", ""ibge"": """", ""bairro"": ""Capim Macio"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua General Dióscoro Vale"", ""complemento"": """"}"
59074374;"{""uf"": ""RN"", ""cep"": ""59074-374"", ""gia"": """", ""ibge"": """", ""bairro"": ""Felipe Camarão"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa Baía Branca"", ""complemento"": """"}"
59122250;"{""uf"": ""RN"", ""cep"": ""59122-250"", ""gia"": """", ""ibge"": """", ""bairro"": ""Redinha"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua do Amor Perfeito"", ""complemento"": """"}"
59069210;"{""uf"": ""RN"", ""cep"": ""59069-210"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pitimbu"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Alpinópolis"", ""complemento"": """"}"
59104200;"{""uf"": ""RN"", ""cep"": ""59104-200"", ""gia"": """", ""ibge"": """", ""bairro"": ""Igapó"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Doutor João Medeiros Filho - até 871 - lado ímpar"", ""complemento"": """"}"
59015430;"{""uf"": ""RN"", ""cep"": ""59015-430"", ""gia"": """", ""ibge"": """", ""bairro"": ""Tirol"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Xavier da Silveira"", ""complemento"": """"}"
59010650;"{""uf"": ""RN"", ""cep"": ""59010-650"", ""gia"": """", ""ibge"": """", ""bairro"": ""Rocas"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Doutor Miranda"", ""complemento"": """"}"
59074990;"{""uf"": ""RN"", ""cep"": ""59074-990"", ""gia"": """", ""ibge"": """", ""bairro"": """", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua da Lagoa Nova, s/n - Guarapes  CPC Escola Municipal Francisco Varela"", ""complemento"": """"}"
59050130;"{""uf"": ""RN"", ""cep"": ""59050-130"", ""gia"": """", ""ibge"": """", ""bairro"": ""Quintas"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""1ª Rua Santa Helena"", ""complemento"": """"}"
59090568;"{""uf"": ""RN"", ""cep"": ""59090-568"", ""gia"": """", ""ibge"": """", ""bairro"": ""Ponta Negra"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Edson Teixeira da Silva"", ""complemento"": """"}"
59132290;"{""uf"": ""RN"", ""cep"": ""59132-290"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pajuçara"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua do Cação (Cj Prq das Dunas)"", ""complemento"": """"}"
59123505;"{""uf"": ""RN"", ""cep"": ""59123-505"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pajuçara"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Boa Esperança"", ""complemento"": """"}"
59122300;"{""uf"": ""RN"", ""cep"": ""59122-300"", ""gia"": """", ""ibge"": """", ""bairro"": ""Redinha"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua dos Lírios"", ""complemento"": """"}"
59064170;"{""uf"": ""RN"", ""cep"": ""59064-170"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Nova"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Antônio Elias de França Neto"", ""complemento"": """"}"
59086375;"{""uf"": ""RN"", ""cep"": ""59086-375"", ""gia"": """", ""ibge"": """", ""bairro"": ""Neópolis"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Alto Monte Belo"", ""complemento"": """"}"
59135000;"{""uf"": ""RN"", ""cep"": ""59135-000"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida Bumba-Meu-Boi"", ""complemento"": """"}"
59042340;"{""uf"": ""RN"", ""cep"": ""59042-340"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nordeste"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Açuí"", ""complemento"": """"}"
59069460;"{""uf"": ""RN"", ""cep"": ""59069-460"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pitimbu"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Escritor Alceu Amoroso Lima"", ""complemento"": """"}"
59072380;"{""uf"": ""RN"", ""cep"": ""59072-380"", ""gia"": """", ""ibge"": """", ""bairro"": ""Felipe Camarão"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Porto Belo"", ""complemento"": """"}"
59115555;"{""uf"": ""RN"", ""cep"": ""59115-555"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nossa Senhora da Apresentação"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua José Torres"", ""complemento"": """"}"
59032200;"{""uf"": ""RN"", ""cep"": ""59032-200"", ""gia"": """", ""ibge"": """", ""bairro"": ""Alecrim"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa Presidente Bandeira"", ""complemento"": """"}"
59073207;"{""uf"": ""RN"", ""cep"": ""59073-207"", ""gia"": """", ""ibge"": """", ""bairro"": ""Planalto"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Manoel Rafael"", ""complemento"": """"}"
59135120;"{""uf"": ""RN"", ""cep"": ""59135-120"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua dos Congos"", ""complemento"": """"}"
59122509;"{""uf"": ""RN"", ""cep"": ""59122-509"", ""gia"": """", ""ibge"": """", ""bairro"": ""Redinha"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""3ª Travessa Rio Salgado"", ""complemento"": """"}"
59114189;"{""uf"": ""RN"", ""cep"": ""59114-189"", ""gia"": """", ""ibge"": """", ""bairro"": ""Nossa Senhora da Apresentação"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua dos Operários"", ""complemento"": """"}"
59125430;"{""uf"": ""RN"", ""cep"": ""59125-430"", ""gia"": """", ""ibge"": """", ""bairro"": ""Pajuçara"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Niterói"", ""complemento"": """"}"
59015090;"{""uf"": ""RN"", ""cep"": ""59015-090"", ""gia"": """", ""ibge"": """", ""bairro"": ""Tirol"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Henri Koster"", ""complemento"": """"}"
59060230;"{""uf"": ""RN"", ""cep"": ""59060-230"", ""gia"": """", ""ibge"": """", ""bairro"": ""Bom Pastor"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Bianor Medeiros"", ""complemento"": """"}"
59073176;"{""uf"": ""RN"", ""cep"": ""59073-176"", ""gia"": """", ""ibge"": """", ""bairro"": ""Planalto"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Travessa Egito"", ""complemento"": """"}"
59135760;"{""uf"": ""RN"", ""cep"": ""59135-760"", ""gia"": """", ""ibge"": """", ""bairro"": ""Lagoa Azul"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Rua Parque Petrópolis"", ""complemento"": """"}"
59078040;"{""uf"": ""RN"", ""cep"": ""59078-040"", ""gia"": """", ""ibge"": """", ""bairro"": ""Capim Macio"", ""unidade"": """", ""localidade"": ""Natal"", ""logradouro"": ""Avenida dos Gerânios"", ""complemento"": """"}"
